Symbol,Name,Exchange,Industry,SIC Description
KEX,Kirby Corp,NYSE,Transportation - Ship,SIC-4400 Water Transportation
KEY,Keycorp,NYSE,Banks - Major Regional,SIC-6021 National Commercial Banks
KEYS,Keysight Technologies Inc,NYSE,Electronics - Measuring Inst,"SIC-3823 Industrial Instruments For Measurement, Disp"
KHC,Kraft Heinz Company,NASDAQ,Food - Misc & Diversified,"SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food"
KIM,Kimco Realty Corp,NYSE,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts
KKR,KKR & Company LP,NYSE,Finance - Investment Mgmt,SIC-6282 Investment Advice
KLAC,K L A-Tencor Corp,NASDAQ,Electronics Products - Misc,SIC-3827 Optical Instruments & Lenses
KMB,Kimberly-Clark Corp,NYSE,Consumer Prdts - Misc Staple,SIC-2670 Converted Paper & Paperboard Prods (No Conta
KMI,Kinder Morgan,NYSE,Oil - Production & Pipeline,SIC-4922 Natural Gas Transmission
KMPR,Kemper Corp,NYSE,Insurance - Multi Line,"SIC-6331 Fire, Marine & Casualty Insurance"
KMX,Carmax Inc,NYSE,Retail - Wholesale Auto Parts,SIC-5500 Retail-Auto Dealers & Gasoline Stations
KNSL,Kinsale Capital Group Inc,NYSE,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance"
KNX,Knight-Swift Transporation Inc,NYSE,Transportation - Truck,SIC-4213 Trucking (No Local)
KO,Coca-Cola Company,NYSE,Beverages - Soft,SIC-2080 Beverages
KR,Kroger Company,NYSE,Retail - Supermarket,SIC-5411 Retail-Grocery Stores
KRC,Kilroy Realty Corp,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
KSS,Kohl's Corp,NYSE,Retail - Regional Dept Stores,SIC-5311 Retail-Department Stores
KVUE,Kenvue Inc,NYSE,Consumer Prdts - Misc Staple,"SIC-2844 Perfumes, Cosmetics & Other Toilet Preparati"
L,Loews Corp,NYSE,Insurance - Multi Line,SIC-5411 Retail-Grocery Stores
LAD,Lithia Motors,NYSE,Retail - Wsale Auto & Trucks,SIC-5500 Retail-Auto Dealers & Gasoline Stations
LAMR,Lamar Advertis A,NASDAQ,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
LAZ,Lazard Inc,NYSE,Finance - Misc Services,SIC-6282 Investment Advice
LBRDA,Liberty Broadband Corp Sr A,NASDAQ,Cable TV,SIC-4841 Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corp Sr C,NASDAQ,Cable TV,SIC-4841 Cable & Other Pay Television Services
LBTYA,Liberty Global Ltd Ord A,NASDAQ,Cable TV,SIC-4841 Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd Ord C,NASDAQ,Broadcast - Radio & TV,SIC-4841 Cable & Other Pay Television Services
LCID,Lucid Group Inc,NASDAQ,Auto - Domestic,SIC-3711 Motor Vehicles & Passenger Car Bodies
LDOS,Leidos Holdings Inc,NYSE,Aerospace - Defense,SIC-7373 Services-Computer Integrated Systems Design
LEA,Lear Corp,NYSE,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories
LECO,Lincoln Elec Holdings,NASDAQ,Machinery - Tools & Related,SIC-3540 Metalworking Machinery & Equipment
LEG,Leggett & Platt Inc,NYSE,Furniture,SIC-2510 Household Furniture
LEN,Lennar Corp,NYSE,Building - Residential & Comm,SIC-1520 General Bldg Contractors - Residential Bldgs
LEN-B,Lennar Corp Cl B,NYSE,Building - Residential & Comm,SIC-1520 General Bldg Contractors - Residential Bldgs
LFUS,Littelfuse Inc,NASDAQ,Electronics - Misc Components,SIC-3613 Switchgear & Switchboard Apparatus
LH,Laboratory Corp of America Holdings,NYSE,Medical - Dental Suppliers,SIC-8071 Services-Medical Laboratories
LHX,L3Harris Technologies Inc,NYSE,Aerospace - Defense,"SIC-3812 Search, Detection, Navigation, Guidance, Aer"
LII,Lennox International,NYSE,Building Prdcts - Air Heating,SIC-3585 Air-Cond & Warm Air Heatg Equip & Comm & Ind
LIN,Linde Plc,NASDAQ,Chemical - Specialty,SIC-2810 Industrial Inorganic Chemicals
LITE,Lumentum Holdings,NASDAQ,Lasers - Systems & Components,"SIC-3669 Communications Equipment, NEC"
LKQ,LKQ Corp,NASDAQ,Auto - Truck Replacement Parts,SIC-5010 Wholesale-Motor Vehicles & Motor Vehicle Par
LLY,Eli Lilly and Company,NYSE,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations
LLYVA,Liberty Live Series A,NASDAQ,Diversified Comm Services,
LLYVK,Liberty Live Series C,NASDAQ,Media Conglomerates,
LMT,Lockheed Martin Corp,NYSE,Aerospace - Defense,SIC-3760 Guided Missiles & Space Vehicles & Parts
LNC,Lincoln National Corp,NYSE,Insurance - Life,SIC-6311 Life Insurance
LNG,Cheniere Energy,NYSE,Oil - US Exploration & Product,SIC-4924 Natural Gas Distribution
LNT,Alliant Energy Corp,NASDAQ,Utility - Electric Power,SIC-4931 Electric & Other Services Combined
LNW,Light & Wonder Inc,NASDAQ,Gaming,SIC-7373 Services-Computer Integrated Systems Design
LOAR,Loar Holdings Inc,NYSE,Aerospace - Defense Equipment,"SIC-3728 Aircraft Parts & Auxiliary Equipment, NEC"
LOPE,Grand Canyon Educati,NASDAQ,Schools,SIC-8200 Services-Educational Services
LOW,Lowe's Companies,NYSE,Building Prds Retail - Wsale,SIC-5211 Retail-Lumber & Other Building Materials Dea
LPLA,Lpl Financial Holdings,NASDAQ,Finance - Investment Brokers,"SIC-6200 Security & Commodity Brokers, Dealers, Excha"
LPX,Louisiana-Pacific Corp,NYSE,Building Products - Wood,SIC-2400 Lumber & Wood Products (No Furniture)
LRCX,Lam Research Corp,NASDAQ,Semi-Eqpt Wafer Fabrication,"SIC-3559 Special Industry Machinery, NEC"
LSCC,Lattice Semicond,NASDAQ,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices
LSTR,Landstar System,NASDAQ,Transportation - Truck,SIC-4213 Trucking (No Local)
LULU,Lululemon Athletica,NASDAQ,Textile - Apparel,SIC-2300 Apparel & Other Finished Prods of Fabrics &
LUV,Southwest Airlines Company,NYSE,Transportation - Airline,"SIC-4512 Air Transportation, Scheduled"
LVS,Las Vegas Sands,NYSE,Gaming,SIC-7011 Hotels & Motels
LW,Lamb Weston Holdings Inc,NYSE,Food - Misc & Diversified,"SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food"
LYB,Lyondellbasell Industries NV,NYSE,Chemical - Diversified,SIC-2860 Industrial Organic Chemicals
LYFT,Lyft Inc Cl A,NASDAQ,Internet - Services,"SIC-7389 Services-Business Services, NEC"
LYV,Live Nation Entertainment,NYSE,Leisure & Recreation Services,SIC-7900 Services-Amusement & Recreation Services
M,Macy's Inc,NYSE,Retail - Regional Dept Stores,SIC-5311 Retail-Department Stores
MA,Mastercard Inc,NYSE,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC"
MAA,Mid-America Apartment Communities,NYSE,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts
MAN,Manpower Inc,NYSE,Staffing,SIC-7363 Services-Help Supply Services
MANH,Manhattan Assoc,NASDAQ,Computer - Software,SIC-7372 Services-Prepackaged Software
MAR,Marriot Int Cl A,NASDAQ,Hotels & Motels,SIC-7011 Hotels & Motels
MAS,Masco Corp,NYSE,Building & Construction - Misc,"SIC-3430 Heating Equip, Except Elec & Warm Air; & Plu"
MASI,Masimo Corp,NASDAQ,Medical Instruments,SIC-3845 Electromedical & Electrotherapeutic Apparatu
MAT,Mattel Inc,NASDAQ,Toys & Game & Hobby,SIC-3942 Dolls & Stuffed Toys
MCD,McDonald's Corp,NYSE,Retail - Restaurants,SIC-5812 Retail-Eating Places
MCHP,Microchip Technology,NASDAQ,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices
MCK,Mckesson Corp,NYSE,Medical - Dental Suppliers,"SIC-5122 Wholesale-Drugs, Proprietaries & Druggists"
MCO,Moody's Corp,NYSE,Finance - Misc Services,"SIC-7320 Services-Consumer Credit Reporting, Collecti"
MDB,Mongodb Inc Cl A,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
MDLZ,Mondelez Intl Inc,NASDAQ,Food - Misc & Diversified,SIC-2000 Food and Kindred Products
MDT,Medtronic Inc,NYSE,Medical Products,SIC-3845 Electromedical & Electrotherapeutic Apparatu
MDU,Mdu Res Group Inc,NYSE,Utility - Gas Distribution,SIC-1400 Mining & Quarrying of Nonmetallic Minerals
MEDP,Medpace Holdings Inc,NASDAQ,Medical Services,SIC-8731 Services-Commercial Physical & Biological Re
MET,Metlife Inc,NYSE,Insurance - Multi Line,SIC-6311 Life Insurance
META,Meta Platforms Inc,NASDAQ,Internet - Software,"SIC-7370 Services-Computer Programming, Data Processi"
MGM,MGM Resorts International,NYSE,Gaming,SIC-7011 Hotels & Motels
MHK,Mohawk Industries,NYSE,Textile - Home Furnishings,SIC-2273 Carpets & Rugs
MIDD,Middleby Corp,NASDAQ,Machinery - General Industrial,SIC-3580 Refrigeration & Service Industry Machinery
MKC,Mccormick & Company,NYSE,Food - Misc & Diversified,SIC-2090 Miscellaneous Food Preparations & Kindred Pr
MKL,Markel Corp,NYSE,Conglomerates - Div Operations,"SIC-6331 Fire, Marine & Casualty Insurance"
MKSI,Mks Instruments Inc,NASDAQ,Electrical - Manufacturing,"SIC-3823 Industrial Instruments For Measurement, Disp"
MKTX,Marketaxess Holdings,NASDAQ,Securities Exchanges,"SIC-6211 Security Brokers, Dealers & Flotation Compan"
MLM,Martin Marietta Materials,NYSE,Building - CMT & CNT & AG,SIC-1400 Mining & Quarrying of Nonmetallic Minerals
MMC,Marsh & Mclennan Companies,NYSE,Insurance - Brokers,"SIC-6411 Insurance Agents, Brokers & Service"
MMM,3M Company,NYSE,Conglomerates - Div Operations,SIC-3841 Surgical & Medical Instruments & Apparatus
MNST,Monster Beverage Corp,NASDAQ,Beverages - Soft,SIC-2086 Bottled & Canned Soft Drinks & Carbonated Wa
MO,Altria Group,NYSE,Tobacco,SIC-2111 Cigarettes
MOH,Molina Healthcare Inc,NYSE,Medical - HMO,SIC-6324 Hospital & Medical Service Plans
MORN,Morningstar Inc,NASDAQ,Business Information,SIC-6282 Investment Advice
MOS,Mosaic Company,NYSE,Fertilizers,SIC-2870 Agricultural Chemicals
MP,MP Materials Corp,NYSE,Mining - Misc,SIC-1000 Metal Mining
MPC,Marathon Petroleum Corp,NYSE,Oil - Refining and Marketing,SIC-2911 Petroleum Refining
MPW,Medical Properties Trust,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
MPWR,Monolithic Power Sys,NASDAQ,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices
MRK,Merck & Company,NYSE,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations
MRNA,Moderna Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
MRO,Marathon Oil Corp,NYSE,Oil - US Integrated,SIC-1311 Crude Petroleum & Natural Gas
MRVL,Marvell Technology Inc,NASDAQ,Technology Services,SIC-3674 Semiconductors & Related Devices
MS,Morgan Stanley,NYSE,Finance - Investment Brokers,"SIC-6211 Security Brokers, Dealers & Flotation Compan"
MSA,Msa Safety Inc,NYSE,Protection - Safety,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
MSCI,MSCI Inc,NYSE,Business Software Services,"SIC-7389 Services-Business Services, NEC"
MSFT,Microsoft Corp,NASDAQ,Computer - Software,SIC-7372 Services-Prepackaged Software
MSGS,Madison Square Garden Sports Corp,NYSE,Leisure & Recreation Services,SIC-7990 Services-Miscellaneous Amusement & Recreatio
MSI,Motorola Solutions,NYSE,Wireless Equipment,SIC-3663 Radio & Tv Broadcasting & Communications Equ
MSM,Msc Industrial Direct Company,NYSE,Industrial Services,SIC-5084 Wholesale-Industrial Machinery & Equipment
MSTR,Microstrategy Cl A,NASDAQ,Computer - Software,SIC-7372 Services-Prepackaged Software
MTB,M&T Bank Corp,NYSE,Banks - Major Regional,SIC-6022 State Commercial Banks
MTCH,Match Group Inc,NASDAQ,Internet Commerce,"SIC-7370 Services-Computer Programming, Data Processi"
MTD,Mettler-Toledo International,NYSE,Industrial Scientific,SIC-3826 Laboratory Analytical Instruments
MTDR,Matador Resources Company,NYSE,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas
MTG,Mgic Investment Corp,NYSE,Insurance - Multi Line,SIC-6351 Surety Insurance
MTN,Vail Resorts,NYSE,Leisure & Recreation Services,SIC-7990 Services-Miscellaneous Amusement & Recreatio
MTSI,Macom Technology S,NASDAQ,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices
MTZ,Mastec Inc,NYSE,Building - Heavy Construction,"SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co"
MU,Micron Technology,NASDAQ,Semi Memory,SIC-3674 Semiconductors & Related Devices
MUSA,Murphy USA Inc,NYSE,Oil - Refining and Marketing,SIC-5500 Retail-Auto Dealers & Gasoline Stations
NBIX,Neurocrine Bioscienc,NASDAQ,Medical - Drugs,"SIC-2836 Biological Products, (No Disgnostic Substanc"
NCLH,Norwegian Cruise Ord,NYSE,Leisure & Recreation Services,SIC-4400 Water Transportation
NCNO,Ncino Inc,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
NDAQ,Nasdaq Inc,NASDAQ,Securities Exchanges,"SIC-6200 Security & Commodity Brokers, Dealers, Excha"
NDSN,Nordson Corp,NASDAQ,Machinery - General Industrial,"SIC-3569 General Industrial Machinery & Equipment, NE"
NEE,Nextera Energy,NYSE,Utility - Electric Power,SIC-4911 Electric Services
NEM,Newmont Mining Corp,NYSE,Mining - Gold,SIC-1040 Gold and Silver Ores
NET,Cloudflare Inc Cl A,NYSE,Internet - Software,SIC-7372 Services-Prepackaged Software
NEU,Newmarket Corp,NYSE,Chemical - Specialty,SIC-2860 Industrial Organic Chemicals
NFE,New Fortress Energy Llc,NASDAQ,Oil - International Integrated,SIC-4924 Natural Gas Distribution
NFG,National Fuel Gas Company,NYSE,Utility - Gas Distribution,SIC-4924 Natural Gas Distribution
NFLX,Netflix Inc,NASDAQ,Broadcast - Radio & TV,SIC-7841 Services-Video Tape Rental
NI,NiSource Inc,NYSE,Utility - Electric Power,SIC-4931 Electric & Other Services Combined
NKE,Nike Inc,NYSE,Shoes and Related Apparel,SIC-3021 Rubber & Plastics Footwear
NLY,Annaly Capital Management Inc,NYSE,REIT - Mortgage Trusts,SIC-6798 Real Estate Investment Trusts
NNN,NNN REIT Inc,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
NOC,Northrop Grumman Corp,NYSE,Aerospace - Defense,"SIC-3812 Search, Detection, Navigation, Guidance, Aer"
NOV,Nov Inc,NYSE,Technology Services,SIC-3533 Oil & Gas Field Machinery & Equipment
NOW,Servicenow Inc,NYSE,IT Services,SIC-7372 Services-Prepackaged Software
NRG,NRG Energy,NYSE,Utility - Electric Power,SIC-4911 Electric Services
NSA,National Storage Affiliates Tru,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
NSC,Norfolk Southern Corp,NYSE,Transportation - Rail,"SIC-4011 Railroads, Line-Haul Operating"
NTAP,Netapp Inc,NASDAQ,Computer - Storage Devices,SIC-3572 Computer Storage Devices
NTNX,Nutanix Inc,NASDAQ,IT Services,SIC-7372 Services-Prepackaged Software
NTRA,Natera Inc,NASDAQ,Medical Services,SIC-8071 Services-Medical Laboratories
NTRS,Northern Trust Corp,NASDAQ,Banks - Major Regional,SIC-6022 State Commercial Banks
NU,Nu Holdings Ltd Cl A,NYSE,Technology Services,SIC-6199 Finance Services
NUE,Nucor Corp,NYSE,Steel - Producers,"SIC-3312 Steel Works, Blast Furnaces & Rolling Mills"
NVDA,Nvidia Corp,NASDAQ,Semi General,SIC-3674 Semiconductors & Related Devices
NVR,NVR Inc,NYSE,Building - Residential & Comm,SIC-1531 Operative Builders
NVST,Envista Holdings Corp,NYSE,Medical Products,SIC-3843 Dental Equipment & Supplies
NVT,Nvent Electric Plc,NYSE,Electronics - Misc Components,SIC-3550 Special Industry Machinery (No Metalworking
NWL,Newell Rubbermaid Inc,NASDAQ,Consumer Prdts - Misc Staple,"SIC-3089 Plastics Products, NEC"
NWS,News Corp Cl B,NASDAQ,Movie & TV Production & Dist,SIC-2711 Newspapers: Publishing or Publishing & Print
NWSA,News Corp Cl A,NASDAQ,Movie & TV Production & Dist,SIC-2711 Newspapers: Publishing or Publishing & Print
NXST,Nexstar Media Group Inc,NASDAQ,Broadcast - Radio & TV,SIC-4833 Television Broadcasting Stations
NYT,New York Times Company,NYSE,Publishing - Newspapers,SIC-2711 Newspapers: Publishing or Publishing & Print
O,Realty Income Corp,NYSE,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts
OC,Owens Corning Inc,NYSE,Building & Construction - Misc,"SIC-3290 Abrasive, Asbestos & Misc Non-metallic Miner"
ODFL,Old Dominion Freight Line Inc,NASDAQ,Transportation - Truck,SIC-4213 Trucking (No Local)
OGE,Oge Energy Corp,NYSE,Utility - Electric Power,SIC-4911 Electric Services
OGN,Organon & Co.,NYSE,Medical Services,SIC-2834 Pharmaceutical Preparations
OHI,Omega Healthcare Investors,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
OKE,Oneok Inc,NYSE,Oil Gas Prod Pipeline MLP,SIC-4923 Natural Gas Transmission & Distribution
OKTA,Okta Inc Cl A,NASDAQ,Internet Software Services,SIC-7372 Services-Prepackaged Software
OLED,Universal Display,NASDAQ,Electronics - Misc Components,SIC-3670 Electronic Components & Accessories
OLLI,Ollies Bargain CS,NASDAQ,Consumer Prdts - Misc Staple,SIC-5331 Retail-Variety Stores
OLN,Olin Corp,NYSE,Chemical - Diversified,SIC-2800 Chemicals & Allied Products
OMC,Omnicom Group Inc,NYSE,Advertising Marketing Services,SIC-7311 Services-Advertising Agencies
OMF,Onemain Holdings Inc,NYSE,Finance - Consumer Loans,SIC-6141 Personal Credit Institutions
ON,On Semiconductor,NASDAQ,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices
ONTO,Onto Innovation Inc,NYSE,Nanotechnology,"SIC-3829 Measuring & Controlling Devices, NEC"
ORCL,Oracle Corp,NYSE,Computer - Software,SIC-7372 Services-Prepackaged Software
ORI,Old Republic International Corp,NYSE,Insurance - Multi Line,SIC-6351 Surety Insurance
ORLY,O'Reilly Automotive,NASDAQ,Retail - Wholesale Auto Parts,SIC-5531 Retail-Auto & Home Supply Stores
OSK,Oshkosh Truck Corp,NYSE,Auto - Truck Original Parts,SIC-3711 Motor Vehicles & Passenger Car Bodies
OTIS,Otis Worldwide Corp,NYSE,Building & Construction - Misc,SIC-3600 Electronic & Other Electrical Equipment (No
OVV,Ovintiv Inc,NYSE,Oil - C$ Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas
OWL,Blue Owl Capital Inc,NYSE,Finance - Investment Mgmt,SIC-6282 Investment Advice
OXY,Occidental Petroleum Corp,NYSE,Oil - US Integrated,SIC-1311 Crude Petroleum & Natural Gas
OZK,Bank Ozk,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
PAG,Penske Automotive Group,NYSE,Retail - Wsale Auto & Trucks,SIC-5500 Retail-Auto Dealers & Gasoline Stations
PANW,Palo Alto Networks Inc,NASDAQ,Internet - Software,"SIC-3577 Computer Peripheral Equipment, NEC"
PARA,Paramount Global Cl B,NASDAQ,Media Conglomerates,SIC-4833 Television Broadcasting Stations
PARAA,Paramount Global Cl A,NASDAQ,Media Conglomerates,SIC-4833 Television Broadcasting Stations
PATH,Uipath Inc Cl A,NYSE,Technology Services,SIC-7372 Services-Prepackaged Software
PAYC,Paycom Software Inc,NYSE,Internet - Software,SIC-7372 Services-Prepackaged Software
PAYX,Paychex Inc,NASDAQ,Outsourcing,"SIC-8700 Services-Engineering, Accounting, Research,"
PB,Prosperity Bancshares,NYSE,Banks - Southwest,SIC-6022 State Commercial Banks
PCAR,Paccar Inc,NASDAQ,Auto - Domestic,SIC-3711 Motor Vehicles & Passenger Car Bodies
PCG,Pacific Gas & Electric Company,NYSE,Utility - Electric Power,SIC-4931 Electric & Other Services Combined
PCOR,Procore Technologies Inc,NYSE,Technology Services,SIC-7372 Services-Prepackaged Software
PCTY,Paylocity Holdings Corp,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
PEG,Public Service Enterprise Group Inc,NYSE,Utility - Electric Power,SIC-4931 Electric & Other Services Combined
PEGA,Pegasystems Inc,NASDAQ,Computer - Software,SIC-7374 Services-Computer Processing & Data Preparat
PEN,Penumbra Inc,NYSE,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus
PENN,Penn Entertainment Inc,NASDAQ,Gaming,SIC-7011 Hotels & Motels
PEP,Pepsico Inc,NASDAQ,Beverages - Soft,SIC-2080 Beverages
PFE,Pfizer Inc,NYSE,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations
PFG,Principal Financial Group Inc,NASDAQ,Finance - Investment Mgmt,SIC-6321 Accident & Health Insurance
PFGC,Performance Food Group Company,NYSE,Food Items - Wholesale,"SIC-5141 Wholesale-Groceries, General Line"
PG,Procter & Gamble Company,NYSE,Soap and Cleaning Products,"SIC-2840 Soap, Detergents, Cleaning Preparations, Per"
PGR,Progressive Corp,NYSE,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance"
PH,Parker-Hannifin Corp,NYSE,Machinery - General Industrial,SIC-3490 Miscellaneous Fabricated Metal Products
PHM,Pultegroup,NYSE,Building - Residential & Comm,SIC-1531 Operative Builders
PII,Polaris Inc,NYSE,Auto - Domestic,SIC-3790 Miscellaneous Transportation Equipment
PINC,Premier Inc Cl A,NASDAQ,Medical Services,SIC-8741 Services-Management Services
PINS,Pinterest Inc,NYSE,Internet - Software,"SIC-7370 Services-Computer Programming, Data Processi"
PK,Park Hotels & Resorts Inc,NYSE,REIT - Equity Trust Other,SIC-7011 Hotels & Motels
PKG,Packaging Corp of America,NYSE,Containers - Paper Products,SIC-2650 Paperboard Containers & Boxes
PLD,Prologis Inc,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
PLNT,Planet Fitness,NYSE,Leisure & Recreation Services,SIC-7997 Services-Membership Sports & Recreation Club
PLTK,Playtika Holding Corp,NASDAQ,Gaming,SIC-7374 Services-Computer Processing & Data Preparat
PLTR,Palantir Technologies Inc Cl A,NYSE,Technology Services,SIC-7372 Services-Prepackaged Software
PM,Philip Morris International Inc,NYSE,Tobacco,SIC-2111 Cigarettes
PNC,PNC Bank,NYSE,Banks - Major Regional,SIC-6021 National Commercial Banks
PNFP,Pinnacle Finl Ptnrs,NASDAQ,Banks - Southeast,SIC-6021 National Commercial Banks
PNR,Pentair Ltd,NYSE,Machinery - Thermal Processing,SIC-3550 Special Industry Machinery (No Metalworking
PNW,Pinnacle West Capital Corp,NYSE,Utility - Electric Power,SIC-4911 Electric Services
PODD,Insulet Corp,NASDAQ,Medical Products,SIC-3841 Surgical & Medical Instruments & Apparatus
POOL,Pool Corp,NASDAQ,Leisure & Recreational Prdcts,SIC-5090 Wholesale-Misc Durable Goods
POST,Post Holdings Inc,NYSE,Food - Misc & Diversified,SIC-2040 Grain Mill Products
PPC,Pilgrim's Pride,NASDAQ,Food - Meat Products,SIC-2015 Poultry Slaughtering and Processing
PPG,PPG Industries,NYSE,Chemical - Specialty,"SIC-2851 Paints, Varnishes, Lacquers, Enamels & Allie"
PPL,PPL Corp,NYSE,Utility - Electric Power,SIC-4911 Electric Services
PR,Permian Resources Corp,NYSE,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas
PRGO,Perrigo Company,NYSE,Medical Products,SIC-2834 Pharmaceutical Preparations
PRI,Primerica Inc,NYSE,Insurance - Life,SIC-6311 Life Insurance
PRU,Prudential Financial Inc,NYSE,Insurance - Multi Line,SIC-6311 Life Insurance
PSA,Public Storage,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
PSN,Parsons Corp,NYSE,Technology Services,SIC-7373 Services-Computer Integrated Systems Design
PSTG,Pure Storage Inc,NYSE,Computer - Storage Devices,SIC-3572 Computer Storage Devices
PSX,Phillips 66,NYSE,Oil - Refining and Marketing,SIC-2911 Petroleum Refining
PTC,Ptc Inc,NASDAQ,Computer - Software,SIC-7372 Services-Prepackaged Software
PVH,Phillips-Van Heusen Corp,NYSE,Textile - Apparel,"SIC-2320 Mens & Boys Furnishings, Work Clothg, & Alli"
PWR,Quanta Services,NYSE,Engineering & R&D Services,SIC-1731 Electrical Work
PYCR,Paycor Hcm Inc,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
PYPL,Paypal Holdings,NASDAQ,Internet - Software,"SIC-7389 Services-Business Services, NEC"
QCOM,Qualcomm Inc,NASDAQ,Wireless Equipment,SIC-3663 Radio & Tv Broadcasting & Communications Equ
QDEL,Quidelortho Corp,NASDAQ,Medical Products,SIC-2835 In Vitro & In Vivo Diagnostic Substances
QGEN,Qiagen N.V.,NYSE,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
QRVO,Qorvo Inc,NASDAQ,Semi Radio Frequency,SIC-3674 Semiconductors & Related Devices
QS,Quantumscape Corp,NYSE,Auto - Truck Original Parts,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
R,Ryder System,NYSE,Transportation - Equip & Lease,SIC-7510 Services-Auto Rental & Leasing (No Drivers)
RARE,Ultragenyx Pharmaceu,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
RBA,Rb Global Inc,NYSE,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC"
RBC,RBC Bearings Inc,NYSE,Machinery - General Industrial,SIC-3562 Ball & Roller Bearings
RBLX,Roblox Corp Cl A,NYSE,Gaming,SIC-7372 Services-Prepackaged Software
RCL,Royal Caribbean Cruises Ltd,NYSE,Leisure & Recreation Services,SIC-4400 Water Transportation
